,Program,Project,Projectcode,Parentproject,StationName,StationCode,Datum,GeometryShape,SampleDate,CollectionTime,SamplingAgency,ProtocolCode,LocationCode,HydroModLoc,Hydromod,CollectionReplicate,CollectionMethodName,SampleType,PersonnelCode,SampleComments,BACollectionComments,CollectionDeviceName,LabSampleID,FinalID,Phylum,Class,Orders,Family,Genus,Species,LifeStageName,DistinctOrganism,Counts,BAResult,Unit,TaxonomicQualifier,ExcludedTaxa,Comments,SieveSize,SieveSizeUnit,CollectionDepth,UnitCollectionDepth,GrabSize,UnitGrabSize,ResQualCode,ComplianceCode,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID,geometry,Subregion,
39,SF Bay Regional Monitoring for Water Quality,2012 RMP Status and Trends,12RMP2ST,Regional Monitoring Program - Status and Trends,San Joaquin River (BG30),BG30,WGS84,NA,4/24/2012,1899-12-31 11:27:00,San Francisco Estuary Institute,RMP,OpenWater1,NA,NA,1,Sediment_Grab,Grab,0,NA,NA,CCSF Ponar (0.05m2),NA,Nematoda,Nematoda,NA,NA,NA,NA,NA,Adult,-88,NA,NA,count,NA,NA,NA,0.5 mm,0,10,cm,0.05,m2,P,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,San Francisco Bay,NA,c(-121.806, 38.0205),Confluence
40,SF Bay Regional Monitoring for Water Quality,2012 RMP Status and Trends,12RMP2ST,Regional Monitoring Program - Status and Trends,San Joaquin River (BG30),BG30,WGS84,NA,4/24/2012,1899-12-31 11:27:00,San Francisco Estuary Institute,RMP,OpenWater1,NA,NA,1,Sediment_Grab,Grab,0,NA,NA,CCSF Ponar (0.05m2),NA,Nematoda,Nematoda,NA,NA,NA,NA,NA,Adult,-88,NA,NA,count,NA,NA,NA,1 mm,0,10,cm,0.05,m2,P,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,San Francisco Bay,NA,c(-121.806, 38.0205),Confluence
41,SF Bay Regional Monitoring for Water Quality,2012 RMP Status and Trends,12RMP2ST,Regional Monitoring Program - Status and Trends,San Joaquin River (BG30),BG30,WGS84,NA,4/24/2012,1899-12-31 11:27:00,San Francisco Estuary Institute,RMP,OpenWater1,NA,NA,1,Sediment_Grab,Grab,0,NA,NA,CCSF Ponar (0.05m2),NA,Thallasodrillides cf belli,NA,NA,NA,NA,NA,NA,Adult,-88,NA,2,count,NA,NA,NA,0.5 mm,0,10,cm,0.05,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,San Francisco Bay,NA,c(-121.806, 38.0205),Confluence
42,SF Bay Regional Monitoring for Water Quality,2012 RMP Status and Trends,12RMP2ST,Regional Monitoring Program - Status and Trends,San Joaquin River (BG30),BG30,WGS84,NA,4/24/2012,1899-12-31 11:27:00,San Francisco Estuary Institute,RMP,OpenWater1,NA,NA,1,Sediment_Grab,Grab,0,NA,NA,CCSF Ponar (0.05m2),NA,Turbonilla,Mollusca,Gastropoda,NA,Pyramidellidae,Turbonilla,NA,Adult,-88,NA,1,count,NA,NA,NA,0.5 mm,0,10,cm,0.05,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,San Francisco Bay,NA,c(-121.806, 38.0205),Confluence
43,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Acari,Arthropoda,Arachnida,NA,NA,NA,NA,Undefined,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
44,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Baetis,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,NA,Larva,0,NA,145,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
45,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Chironomini,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,9,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
46,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Corbicula,Mollusca,Bivalvia,Veneroida,Corbiculidae,Corbicula,NA,Undefined,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
47,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Fallceon,Arthropoda,Insecta,Ephemeroptera,Baetidae,Fallceon,NA,Larva,0,NA,126,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
48,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Ferrissia,Mollusca,Gastropoda,Basommatophora,Ancylidae,Ferrissia,NA,Undefined,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
49,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Helisoma,Mollusca,Gastropoda,Basommatophora,Planorbidae,Helisoma,NA,Undefined,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
50,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Hyalella,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Undefined,0,NA,37,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
51,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Hydropsyche,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,NA,Larva,0,NA,67,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
52,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Hydroptila,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,NA,Larva,0,NA,49,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
53,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Hydroptila,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,NA,Pupa,0,NA,11,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
54,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Oligochaeta,Annelida,Oligochaeta,NA,NA,NA,NA,Undefined,0,NA,21,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
55,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Orthocladiinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,28,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
56,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Orthocladiinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Pupa,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
57,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Ostracoda,Arthropoda,Ostracoda,NA,NA,NA,NA,Undefined,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
58,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Polychaeta,Annelida,Polychaeta,NA,NA,NA,NA,Undefined,0,NA,8,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
59,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Prostoma,Nemertea,Enopla,Hoplonemertea,Tetrastemmatidae,Prostoma,NA,Undefined,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
60,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Simulium,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,NA,Larva,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
61,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Sperchon,Arthropoda,Arachnida,Trombidiformes,Sperchontidae,Sperchon,NA,Undefined,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
62,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Tanypodinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,21,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
63,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Tanypodinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Pupa,0,NA,4,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
64,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Tanytarsini,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,49,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
65,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Tanytarsini,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Pupa,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
66,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck downstream of Cypress Road bridge,MC01,WGS84,NA,5/14/2018,1899-12-31 08:43:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,Only 8 transects sampled; too deep upstream,NA,D-Frame Kick Net,3866,Turbellaria,Platyhelminthes,Turbellaria,NA,NA,NA,NA,Undefined,0,NA,18,count,None,NA,NA,0.5mm,0,NA,m,0.72,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.696, 37.991),Confluence
67,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Baetis,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,NA,Larva,0,NA,26,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
68,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Chironomini,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,167,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
69,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Chironomini,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Pupa,0,NA,7,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
70,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Corbicula,Mollusca,Bivalvia,Veneroida,Corbiculidae,Corbicula,NA,Undefined,0,NA,6,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
71,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Fallceon,Arthropoda,Insecta,Ephemeroptera,Baetidae,Fallceon,NA,Larva,0,NA,24,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
72,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Gyraulus,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,NA,Undefined,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
73,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Helisoma,Mollusca,Gastropoda,Basommatophora,Planorbidae,Helisoma,NA,Undefined,0,NA,11,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
74,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Hyalella,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Undefined,0,NA,103,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
75,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Hydropsyche,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,NA,Larva,0,NA,21,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
76,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Hydroptila,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,NA,Larva,0,NA,41,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
77,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Hydroptila,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,NA,Pupa,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
78,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Oligochaeta,Annelida,Oligochaeta,NA,NA,NA,NA,Undefined,0,NA,8,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
79,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Orthocladiinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Larva,0,NA,27,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
80,American Rivers Restoration,Three Creeks Restoration,3CREEKS,Marsh Creek Watershed,Marsh Ck upstream of Delta Road bridge,MC02,WGS84,NA,5/14/2018,1899-12-31 13:24:00,American Rivers,SWAMP_2016_WS,X,NA,NA,1,BMI_Reach-WideBenthos,Integrated,0,NA,NA,D-Frame Kick Net,3867,Orthocladiinae,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Pupa,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,0.99,m2,=,Com,Contra Costa,13,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.683, 37.969),Confluence
